period,scenario,brand,market,business_unit,metric,value,unit,provenance
2026-06,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-06,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,11.104681,million transactions,calculated
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,889.602769,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,406.059622,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,483.543147,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,277.331828,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,128.727794,RMB millions,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-07,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,9.754416,million transactions,calculated
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,889.602769,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,406.059622,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,483.543147,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,277.331828,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,128.727794,RMB millions,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-08,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,9.754416,million transactions,calculated
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,1056.403288,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,482.195801,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,574.207487,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,329.331546,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,152.864256,RMB millions,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-09,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,11.583369,million transactions,calculated
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,889.602769,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,406.059622,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,483.543147,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,277.331828,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,128.727794,RMB millions,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-10,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,9.754416,million transactions,calculated
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,945.202942,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,431.438349,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,513.764594,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,294.665067,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,136.773281,RMB millions,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-11,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,10.364067,million transactions,calculated
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,revenue,1112.003462,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,gross_profit,507.574528,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,cost_of_sales,604.428934,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_expense,346.664785,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,operating_profit,160.909743,RMB millions,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,average_ticket,91.200000,RMB per transaction,synthetic_allocation
2026-12,prior_year,MINISO,mainland,MINISO - Chinese Mainland,volume,12.193020,million transactions,calculated
2026-01,actual,MINISO,overseas,MINISO - Overseas,revenue,634.260937,RMB millions,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,gross_profit,280.958999,RMB millions,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,353.301938,RMB millions,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,operating_expense,190.504193,RMB millions,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,operating_profit,90.454806,RMB millions,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-01,actual,MINISO,overseas,MINISO - Overseas,volume,4.230380,million transactions,calculated
2026-02,actual,MINISO,overseas,MINISO - Overseas,revenue,549.692813,RMB millions,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,gross_profit,243.497799,RMB millions,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,306.195013,RMB millions,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,operating_expense,165.103634,RMB millions,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,operating_profit,78.394165,RMB millions,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-02,actual,MINISO,overseas,MINISO - Overseas,volume,3.666330,million transactions,calculated
2026-03,actual,MINISO,overseas,MINISO - Overseas,revenue,676.545000,RMB millions,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,gross_profit,299.689599,RMB millions,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,376.855401,RMB millions,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,operating_expense,203.204473,RMB millions,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,operating_profit,96.485126,RMB millions,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-03,actual,MINISO,overseas,MINISO - Overseas,volume,4.512406,million transactions,calculated
2026-04,actual,MINISO,overseas,MINISO - Overseas,revenue,676.545000,RMB millions,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,gross_profit,299.689599,RMB millions,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,376.855401,RMB millions,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,operating_expense,203.204473,RMB millions,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,operating_profit,96.485126,RMB millions,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-04,actual,MINISO,overseas,MINISO - Overseas,volume,4.512406,million transactions,calculated
2026-05,actual,MINISO,overseas,MINISO - Overseas,revenue,718.829063,RMB millions,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,gross_profit,318.420199,RMB millions,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,400.408864,RMB millions,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,operating_expense,215.904753,RMB millions,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,operating_profit,102.515446,RMB millions,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-05,actual,MINISO,overseas,MINISO - Overseas,volume,4.794431,million transactions,calculated
2026-06,actual,MINISO,overseas,MINISO - Overseas,revenue,803.397187,RMB millions,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,gross_profit,355.881399,RMB millions,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,cost_of_sales,447.515789,RMB millions,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,operating_expense,241.305312,RMB millions,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,operating_profit,114.576087,RMB millions,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,synthetic_allocation
2026-06,actual,MINISO,overseas,MINISO - Overseas,volume,5.358482,million transactions,calculated
2026-01,budget,MINISO,overseas,MINISO - Overseas,revenue,789.530991,RMB millions,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,gross_profit,375.027221,RMB millions,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,414.503770,RMB millions,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,operating_expense,248.702262,RMB millions,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,operating_profit,126.324959,RMB millions,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-01,budget,MINISO,overseas,MINISO - Overseas,volume,5.445041,million transactions,calculated
2026-02,budget,MINISO,overseas,MINISO - Overseas,revenue,684.260192,RMB millions,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,gross_profit,325.023591,RMB millions,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,359.236601,RMB millions,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,operating_expense,215.541961,RMB millions,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,operating_profit,109.481631,RMB millions,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-02,budget,MINISO,overseas,MINISO - Overseas,volume,4.719036,million transactions,calculated
2026-03,budget,MINISO,overseas,MINISO - Overseas,revenue,842.166390,RMB millions,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,gross_profit,400.029035,RMB millions,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,442.137355,RMB millions,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,operating_expense,265.282413,RMB millions,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,operating_profit,134.746622,RMB millions,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-03,budget,MINISO,overseas,MINISO - Overseas,volume,5.808044,million transactions,calculated
2026-04,budget,MINISO,overseas,MINISO - Overseas,revenue,842.166390,RMB millions,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,gross_profit,400.029035,RMB millions,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,442.137355,RMB millions,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,operating_expense,265.282413,RMB millions,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,operating_profit,134.746622,RMB millions,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-04,budget,MINISO,overseas,MINISO - Overseas,volume,5.808044,million transactions,calculated
2026-05,budget,MINISO,overseas,MINISO - Overseas,revenue,894.801790,RMB millions,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,gross_profit,425.030850,RMB millions,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,469.770940,RMB millions,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,operating_expense,281.862564,RMB millions,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,operating_profit,143.168286,RMB millions,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-05,budget,MINISO,overseas,MINISO - Overseas,volume,6.171047,million transactions,calculated
2026-06,budget,MINISO,overseas,MINISO - Overseas,revenue,1000.072589,RMB millions,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,gross_profit,475.034480,RMB millions,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,525.038109,RMB millions,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,operating_expense,315.022865,RMB millions,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,operating_profit,160.011614,RMB millions,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-06,budget,MINISO,overseas,MINISO - Overseas,volume,6.897052,million transactions,calculated
2026-07,budget,MINISO,overseas,MINISO - Overseas,revenue,842.166390,RMB millions,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,gross_profit,400.029035,RMB millions,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,442.137355,RMB millions,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,operating_expense,265.282413,RMB millions,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,operating_profit,134.746622,RMB millions,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-07,budget,MINISO,overseas,MINISO - Overseas,volume,5.808044,million transactions,calculated
2026-08,budget,MINISO,overseas,MINISO - Overseas,revenue,842.166390,RMB millions,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,gross_profit,400.029035,RMB millions,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,442.137355,RMB millions,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,operating_expense,265.282413,RMB millions,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,operating_profit,134.746622,RMB millions,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-08,budget,MINISO,overseas,MINISO - Overseas,volume,5.808044,million transactions,calculated
2026-09,budget,MINISO,overseas,MINISO - Overseas,revenue,1000.072589,RMB millions,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,gross_profit,475.034480,RMB millions,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,525.038109,RMB millions,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,operating_expense,315.022865,RMB millions,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,operating_profit,160.011614,RMB millions,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-09,budget,MINISO,overseas,MINISO - Overseas,volume,6.897052,million transactions,calculated
2026-10,budget,MINISO,overseas,MINISO - Overseas,revenue,842.166390,RMB millions,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,gross_profit,400.029035,RMB millions,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,442.137355,RMB millions,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,operating_expense,265.282413,RMB millions,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,operating_profit,134.746622,RMB millions,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-10,budget,MINISO,overseas,MINISO - Overseas,volume,5.808044,million transactions,calculated
2026-11,budget,MINISO,overseas,MINISO - Overseas,revenue,894.801790,RMB millions,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,gross_profit,425.030850,RMB millions,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,469.770940,RMB millions,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,operating_expense,281.862564,RMB millions,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,operating_profit,143.168286,RMB millions,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-11,budget,MINISO,overseas,MINISO - Overseas,volume,6.171047,million transactions,calculated
2026-12,budget,MINISO,overseas,MINISO - Overseas,revenue,1052.707988,RMB millions,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,gross_profit,500.036294,RMB millions,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,cost_of_sales,552.671694,RMB millions,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,operating_expense,331.603016,RMB millions,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,operating_profit,168.433278,RMB millions,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-12,budget,MINISO,overseas,MINISO - Overseas,volume,7.260055,million transactions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,revenue,634.260937,RMB millions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,280.958999,RMB millions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,353.301938,RMB millions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,190.504193,RMB millions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,90.454806,RMB millions,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-01,forecast,MINISO,overseas,MINISO - Overseas,volume,4.230380,million transactions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,revenue,549.692813,RMB millions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,243.497799,RMB millions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,306.195013,RMB millions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,165.103634,RMB millions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,78.394165,RMB millions,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-02,forecast,MINISO,overseas,MINISO - Overseas,volume,3.666330,million transactions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,revenue,676.545000,RMB millions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,299.689599,RMB millions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,376.855401,RMB millions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,203.204473,RMB millions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,96.485126,RMB millions,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-03,forecast,MINISO,overseas,MINISO - Overseas,volume,4.512406,million transactions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,revenue,676.545000,RMB millions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,299.689599,RMB millions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,376.855401,RMB millions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,203.204473,RMB millions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,96.485126,RMB millions,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-04,forecast,MINISO,overseas,MINISO - Overseas,volume,4.512406,million transactions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,revenue,718.829063,RMB millions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,318.420199,RMB millions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,400.408864,RMB millions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,215.904753,RMB millions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,102.515446,RMB millions,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-05,forecast,MINISO,overseas,MINISO - Overseas,volume,4.794431,million transactions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,revenue,803.397187,RMB millions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,355.881399,RMB millions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,447.515789,RMB millions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,241.305312,RMB millions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,114.576087,RMB millions,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,149.930000,RMB per transaction,calculated
2026-06,forecast,MINISO,overseas,MINISO - Overseas,volume,5.358482,million transactions,calculated
2026-07,forecast,MINISO,overseas,MINISO - Overseas,revenue,800.058071,RMB millions,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,380.027584,RMB millions,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,420.030487,RMB millions,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,252.018292,RMB millions,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,128.009291,RMB millions,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-07,forecast,MINISO,overseas,MINISO - Overseas,volume,5.517642,million transactions,calculated
2026-08,forecast,MINISO,overseas,MINISO - Overseas,revenue,800.058071,RMB millions,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,380.027584,RMB millions,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,420.030487,RMB millions,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,252.018292,RMB millions,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,128.009291,RMB millions,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-08,forecast,MINISO,overseas,MINISO - Overseas,volume,5.517642,million transactions,calculated
2026-09,forecast,MINISO,overseas,MINISO - Overseas,revenue,950.068959,RMB millions,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,451.282756,RMB millions,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,498.786204,RMB millions,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,299.271722,RMB millions,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,152.011033,RMB millions,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-09,forecast,MINISO,overseas,MINISO - Overseas,volume,6.552200,million transactions,calculated
2026-10,forecast,MINISO,overseas,MINISO - Overseas,revenue,800.058071,RMB millions,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,380.027584,RMB millions,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,420.030487,RMB millions,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,252.018292,RMB millions,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,128.009291,RMB millions,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-10,forecast,MINISO,overseas,MINISO - Overseas,volume,5.517642,million transactions,calculated
2026-11,forecast,MINISO,overseas,MINISO - Overseas,revenue,850.061700,RMB millions,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,403.779308,RMB millions,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,446.282393,RMB millions,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,267.769436,RMB millions,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,136.009872,RMB millions,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-11,forecast,MINISO,overseas,MINISO - Overseas,volume,5.862494,million transactions,calculated
2026-12,forecast,MINISO,overseas,MINISO - Overseas,revenue,1000.072589,RMB millions,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,gross_profit,475.034480,RMB millions,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,cost_of_sales,525.038109,RMB millions,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,operating_expense,315.022865,RMB millions,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,operating_profit,160.011614,RMB millions,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,average_ticket,145.000000,RMB per transaction,synthetic_plan
2026-12,forecast,MINISO,overseas,MINISO - Overseas,volume,6.897052,million transactions,calculated
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,revenue,552.190156,RMB millions,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,244.371535,RMB millions,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,307.818621,RMB millions,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,153.490279,RMB millions,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,90.881256,RMB millions,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,average_ticket,142.100000,RMB per transaction,synthetic_allocation
2026-01,prior_year,MINISO,overseas,MINISO - Overseas,volume,3.885927,million transactions,calculated
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,revenue,478.564802,RMB millions,synthetic_allocation
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,gross_profit,211.788664,RMB millions,synthetic_allocation
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,cost_of_sales,266.776138,RMB millions,synthetic_allocation
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,operating_expense,133.024908,RMB millions,synthetic_allocation
2026-02,prior_year,MINISO,overseas,MINISO - Overseas,operating_profit,78.763756,RMB millions,synthetic_allocation
